Decade,Year,IssueDate,Song,Artist,Lyrics
1970,1977,December 16,"""Ma Baker""",Boney M./Grupo El Tren,"¡Quietos! Soy Ma Baker, levanten las manos
Denme todo tu dinero
Esta es la historia de Ma Baker, la gata más mala
De la vieja ciudad de Chicago
Ella era la gata mas mala
En la vieja ciudad de Chicago
Ella era la gata mas mala
Ella realmente los movió hacia abajo
Ella no tenía corazón en absoluto
No, no, sin corazón en absoluto
Ella era la gata mas mala
Oh, ella era realmente dura
Dejó a su marido en el piso
No fue lo suficientemente dura
Ella se llevó a sus chicos
Porque eran malos y fuertes
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Dejaron un rastro de crimen
A lo largo de los Estados Unidos
Y cuando un muchacho fue asesinado
Ella realmente les hizo pagar
Ella no tenía corazón en absoluto
No, no, sin corazón en absoluto
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Conoció a un hombre que le gustaba
Ella pensó que se quedaría con él
Un día el se formó con ellos
Ellos acabaron con él
A ella no le importó en absoluto
Simplemente no le importó en absoluto
Aquí hay un boletín especial
Ma baker es la mujer más buscada por el FBI
Su foto está colgada en las paredes de cada oficina de correos
Si tiene alguna información sobre esta mujer
Por favor contacte con la Estación de policía más cercana
¡Que nadie se mueva! ¡El dinero o sus vidas!
Un día robaron un banco
Ésa fue su última incursión
Los policías aparecieron demasiado pronto
Ellos no pudieron escapar
Y todo el botín que tenían
Los puso muy enojados
Y entonces les dispararon
Ma baker y sus hijos
Ellos no querían la horca
Murieron con armas de fuego
Y así termina la historia
De una que no dejó amigos
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir"
1970,1977,December 23,"""Dos tardes de mi vida""	",Rigo Tovar & el Conjunto Costa Azul	,"Me haces daño, mi bien
Con tus mentiras
Y tus caprichos también
Me haces daño, mi bien
Porque me finges amor
Hoy recuerdo también
Aquella tarde en que a tu vida llegué
Cuántas promesas de amor
Y hoy resulta
Que impuesta estabas a mentir
Y ahora que lo sé
Una racha de temores atormentan mi ser
Pero una tarde me iré
Como aquella
En que a tu vida llegué
Y partiré, tú me verás
Y en tus pupilas verdes
En la distancia me perderé
Mientras con tu corazón, hablarás
Por tu conciencia castigada serás
Me marcharé y quizás lloraré
Y en mi camino cabizbajo
Me preguntaré
Si el tiempo me ayudará
Porque después de tanto amarte
¿Que pasará? No te molestaré
De tu lado me iré
Porque a pesar
De tantas cosas, en silencio
Partiré, partiré, partiré
Partiré, partiré, partiré
Partiré, partiré, partiré
Amor, me voy de ti por falta de comprensión
Me alejo y a través de mi largo camino
No sé si lloraré, pero dentro de mi alma
Mi corazón y mi espíritu te gritan con ansias
Adiós, adiós, amor
Adiós, único amor de mi vida
Adiós, adiós, adiós, me alejo de ti"
1970,1978,January 7,"""Pajarillo""	",Napoleón,"Maquillaje a granel
Usaba a diario
Y vendía la piel
A precio caro
De las ocho a las diez
En una esquina
Era joven y fiel
Era rosa y espina
Y se llamaba
No sé
Nunca lo supe
Nunca le pregunté
Nunca dispuse
De su tiempo y su piel
Era un mocoso
Y tan solo le miré
De pozo en pozo
Y era un pajarillo
De blancas alas
De balcón en balcón
De plaza en plaza
Vendedora de amor
Ofrecedora
Para el mejor postor
De su tonada
Cinco inviernos pasaron
Y ahí seguía
La misma hora de ayer
La misma esquina
Era joven y fiel
Y aún tenía
La rosa de su piel
Y más grande la espina
Y sonreía al pasar
De los mirones
Bajo de aquel farol
Noche tras noche
Veinte veces se la llevaron presa
Y cantó su canción
Tras de las rejas
Y era un pajarillo
De blancas alas
De balcón en balcón
De plaza en plaza
Vendedora de amor
Ofrecedora
Para el mejor postor
De su tonada
Se le arrugó la piel
Y el maquillaje
Suficiente no fue
Para taparle
La huella que dejó
El sexto invierno
Se le acabó el color
Y hasta el aliento
Y de las ocho a las diez
Solo en la esquina
Se quedó aquel farol
Y aquella espina
La rosa no sé yo
Donde se iría
Se llamaba no sé
Y sonreía
Y era un pajarillo
De blancas alas
De balcón en balcón
De plaza en plaza
Vendedora de amor
Ofrecedora
Para el mejor postor
De su tonada
Y era un pajarillo
De blancas alas
De balcón en balcón
De plaza en plaza
Vendedora de amor
Ofrecedora
Para el mejor postor
De su tonada"
1970,1978,January 13,"""Ma Baker""",Boney M./Grupo El Tren,"¡Quietos! Soy Ma Baker, levanten las manos
Denme todo tu dinero
Esta es la historia de Ma Baker, la gata más mala
De la vieja ciudad de Chicago
Ella era la gata mas mala
En la vieja ciudad de Chicago
Ella era la gata mas mala
Ella realmente los movió hacia abajo
Ella no tenía corazón en absoluto
No, no, sin corazón en absoluto
Ella era la gata mas mala
Oh, ella era realmente dura
Dejó a su marido en el piso
No fue lo suficientemente dura
Ella se llevó a sus chicos
Porque eran malos y fuertes
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Dejaron un rastro de crimen
A lo largo de los Estados Unidos
Y cuando un muchacho fue asesinado
Ella realmente les hizo pagar
Ella no tenía corazón en absoluto
No, no, sin corazón en absoluto
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Conoció a un hombre que le gustaba
Ella pensó que se quedaría con él
Un día el se formó con ellos
Ellos acabaron con él
A ella no le importó en absoluto
Simplemente no le importó en absoluto
Aquí hay un boletín especial
Ma baker es la mujer más buscada por el FBI
Su foto está colgada en las paredes de cada oficina de correos
Si tiene alguna información sobre esta mujer
Por favor contacte con la Estación de policía más cercana
¡Que nadie se mueva! ¡El dinero o sus vidas!
Un día robaron un banco
Ésa fue su última incursión
Los policías aparecieron demasiado pronto
Ellos no pudieron escapar
Y todo el botín que tenían
Los puso muy enojados
Y entonces les dispararon
Ma baker y sus hijos
Ellos no querían la horca
Murieron con armas de fuego
Y así termina la historia
De una que no dejó amigos
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir
Ma Ma Ma Ma - Ma Baker, le enseñó a sus cuatro hijos
Ma Ma Ma Ma - Ma Baker, a manejar sus armas
Ma Ma Ma Ma - Ma Baker, ella nunca pudo llorar
Ma Ma Ma Ma - Ma Baker, pero ella sabía cómo morir"
1970,1978,January 21,"""Son tus perjúmenes, mujer""	",Los Alvarado	,"… ¿Qué cosa es el sulibeyo?
Le pregunte a Baltazar Nicoya
Y Baltazar tomando una piedra pómez, la arrojo al fondo del río
Y cuando la piedra volvió a la superficie, ¿saben lo que me dijo?
""¡Mírela, mírela como se sulibeya!""
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… La primerita en la frente
Dijo la espuma al peñasco
Y aparece reluciente
La bella, Ángela Carrasco
… Mis ojos son de colibrí
Ay, ¡cómo te aleteyan!
Ay, ¡cómo me aleteyan!
Tus ojos son de colibrí
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… ""No hay primera sin segunda""
Dijo la ceiba al laurel
Y aquí está, siempre fecunda
La simpática, Massiel
… Mis labios pétalos en flor
Como te soripeyan
Como me soripeyan
Tus labios pétalos en flor
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… Una palomita blanca
Cruza el cielo con sigilo
Y anuncia con voz muy clara
""Mi hermanita, San Basilio""
… Mis pechos, mis pechos cantaros de miel
¡Cómo reververeyan!
¡Cómo reververeyan!
Tus pechos cantaros de miel
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… El zorzal miró a la Elsita
Y aquilató su belleza
Por eso con voz dulcita
Anunció: ""¡aquí, Baeza!""
… Mi cuerpo chúcaro, mi bien
¡Ay, ¡cómo te almareya!
¡Ay, ¡cómo me almareya!
Tu cuerpo chúcaro mi bien
… Son tus perjúmenes, mujer
Los que me sulibeyan
Los que me sulibeyan
Son tus perjúmenes, mujer
… Y ahora, un solito de marimba
A cargo del filarmónico
Carruchín Carcacha y Semicorchea
¡Échale chile!
… Son tus perjúmenes, mujer, los que me sulibeyan
Los que me sulibeyan, son tus perjúmenes, mujer
Son tus perjúmenes, mujer, los que me sulibeyan
Los que me sulibeyan, son tus perjúmenes, mujer
… Son tus perjúmenes, mujer, los que me sulibeyan
Los que me sulibeyan, son tus perjúmenes, mujer
Son tus perjúmenes, mujer, los que me sulibeyan
Los que me sulibeyan, son tus perjúmenes, mujer"
1970,1978,January 27,"""Si tú te vas""",Camilo Sesto,"Con tus defectos y virtudes
Me enamoré
A tu vida y tus costumbres
Empecé a querer
En el amor y en la pareja
Me hicisteis creer
Y en la verdad de tus promesas
¿Para qué?
A tus detalles cariñosos
Me acostumbré
Y a las caricias de tus manos
Sobre mi piel
Y como algo sobrehumano
Te imaginé
Y sobre un pedestal te puse
¿Para qué?
Si tú te vas
¿Qué será de mí?
Si tú te vas
¿Qué será de mí?
Si te vas
Enséñame a vivir sin ti
Si tú te vas
Si tú te vas
Si tú te vas
¿Qué será de mí?
Si tú te vas
Si tú te vas
A tus detalles cariñosos
Me acostumbré
Y a las caricias de tus manos
Sobre mi piel
Y como algo sobrehumano
Te imaginé
Y sobre un pedestal te puse
¿Para qué?
Si tú te vas
¿Qué será de mí?
Si tú te vas
¿Qué será de mí?
Si te vas
Enséñame a vivir sin ti
Si tú te vas
Si tú te vas
Si tú te vas
¿Qué será de mí?
Si tú te vas
Si tú te vas"
1970,1978,March 10,"""Amigo""",Roberto Carlos,"Aunque te enamores
Otra vez mi vida
Aunque tengas todo
Aunque seas feliz
Aunque te enamores
Y te quieran mucho
Vivirás pensando
Siempre, siempre en mi
Siempre siempre me llevarás
Y en tu corazón viviré
Siempre, siempre recordarás
Y no olvidarás que te amé, aunque tu estes lejos
Y aunque nunca vuelvas
Vivirás la vida pensando en mi
Siempre, siempre me llevarás
No podrás jamás olvidar
Y aunque te hablen de amor
Querrás tu saber de mi nada más
Siempre, siempre me llevarás
Y en tu corazón viviré
Siempre, siempre recordarás
Y no olvidarás que te amé
Siempre, siempre me llevarás
Y en tu corazón viviré
Siempre, siempre me llevarás
Y no olvidarás que te amé
Siempre, siempre te llevarás
Y no olvidarás que te amé
Siempre, siempre me llevarás
Y en tu corazón viviré"
1970,1978,March 17,"""Blue Bayou""",Linda Ronstadt,"Triste y preocupada estoy
Solitita cuando me voy
Alejándome de mi amor en lago azul
Trabajando sin descansar
Cuando pienso lo qué es amar
Esperando mi amor escuchar en lago azul
Un día llegaré otra vez a ver mi lago azul
Con cariño ver a quien amo yo en mi lago azul
Ver las lanchas como mariposas
Otra vez al despertar
Cuando sale el sol mi corazón quiere cantar
Voy a ver mi amor otra vez
Y solita nunca seré
Tan contenta yo estaré en lago azul
Trabajando sin descansar
Cuando pienso lo qué es amar
Esperando mi amor escuchar en lago azul
Un día llegaré otra vez a ver mi lago azul
Con cariño ver a quien amo yo en mi lago azul
Ver las lanchas como mariposas
Otra vez al despertar
Cuando sale el sol mi corazón quiere cantar
Amorcito mío, a mi lado estás
Luna de plata, agua de cristal
Ya podré olvidar el cruel dolor que me hace llorar
Y contenta estaré con mi amor mio en lago azul"
1970,1978,March 23,"""María José""	",Juan Gabriel,"Eres tan primorosa, eres mi melodía
Eres la más hermosa, eres un amor
Eres una niña que ha traído mi alegría
Eres de mi vida mi corazón
Eres tan primorosa, eres mi melodía
Eres la más hermosa, eres un amor
Eres una niña que ha traído mi alegría (ole)
Eres de mi vida mi corazón
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Eres María José
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Eres María José
Hollywood, Bonita, óle
Eres tan primorosa, eres mi melodía
Eres la más hermosa, eres un amor
Eres una niña que ha traído mi alegría
Eres de mi vida mi corazón
Eres tan primorosa, eres mi melodía
Eres la más hermosa, eres un amor
Eres una niña que ha traído mi alegría
Eres de mi vida mi corazón
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Eres María José
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, sueños, sueños, sueños, sueños, sueños, sueños
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Sueños, ah, ah, ye, ye
Eres siempre el ángel de mi vida, siempre el ángel de mis sueños
Eres María José"
1970,1978,May 5,"""Aunque te enamores""",Juan Gabriel,"Aunque te enamores
Otra vez mi vida
Aunque tengas todo
Aunque seas feliz
Aunque te enamores
Y te quieran mucho
Vivirás pensando
Siempre, siempre en mi
Siempre siempre me llevarás
Y en tu corazón viviré
Siempre, siempre recordarás
Y no olvidarás que te amé, aunque tu estes lejos
Y aunque nunca vuelvas
Vivirás la vida pensando en mi
Siempre, siempre me llevarás
No podrás jamás olvidar
Y aunque te hablen de amor
Querrás tu saber de mi nada más
Siempre, siempre me llevarás
Y en tu corazón viviré
Siempre, siempre recordarás
Y no olvidarás que te amé
Siempre, siempre me llevarás
Y en tu corazón viviré
Siempre, siempre me llevarás
Y no olvidarás que te amé
Siempre, siempre te llevarás
Y no olvidarás que te amé
Siempre, siempre me llevarás
Y en tu corazón viviré"
1970,1978,May 20,"""El pasadiscos""	",Diego Verdaguer	,"Ella elegía canciones en un pasadiscos
Yo que tomaba un café en el mostrador
Vi que dejó una moneda y su mano temblaba
Pero, a pesar del murmullo, mi voz escuché
Luego encendí un cigarrillo para que me viera
Ella seguía escuchando en el disco mi voz
Quise acercarme a su lado para sonreírle
Vi que lloraba bajito por esa canción
¿Por qué llorar?, el amor es así, como viene se marcha
No hay solución, solo queda el recuerdo y alguna canción
¿Por qué llorar?, el amor es así, como se viene se marcha
Pronto verás que lo que te ha pasado, se habrá de olvidar
Ella seguía apoyada y envuelta en su pena
Pero al volverse de pronto me reconoció
Y fui acercándome lento por entre la gente
Vi que sus ojos hablaban de la soledad
Y con dulzura le dije que a todos nos pasa
Quise explicarle a mi modo que aquella canción
No la compuse para que llorara una niña
Yo de saberlo no habría cantado jamás
¿Por qué llorar?, el amor es así, como viene se marcha
No hay solución, solo queda el recuerdo y alguna canción
¿Por qué llorar?, el amor es así, como se viene se marcha
Pronto verás que lo que te ha pasado se habrá de olvidar
¿Por qué llorar?, el amor es así, como viene se marcha
No hay solución, solo queda el recuerdo y alguna canción
¿Por qué llorar?, el amor es así, como se viene se marcha
Pronto verás que lo que te ha pasado se habrá de olvidar"
